id,product_name,description,category,subcategory,brand,gender_target,sustainability_score,season,price,is_active
171,Beanie NeoFit,"NeoFit Hats — unisex, AW2025. Sustainability score 7.53/10.",Accessories,Hats,NeoFit,unisex,7.53,AW2025,18.8,True
172,Beanie NeoFit,"NeoFit Hats — unisex, AW2025. Sustainability score 8.81/10.",Accessories,Hats,NeoFit,unisex,8.81,AW2025,18.62,True
173,Beanie NeoFit,"NeoFit Hats — unisex, AW2026. Sustainability score 8.2/10.",Accessories,Hats,NeoFit,unisex,8.2,AW2026,17.0,True
174,Beanie GreenLine,"GreenLine Hats — unisex, AW2026. Sustainability score 8.87/10.",Accessories,Hats,GreenLine,unisex,8.87,AW2026,27.46,True
175,Beanie GreenLine,"GreenLine Hats — unisex, AW2026. Sustainability score 7.63/10.",Accessories,Hats,GreenLine,unisex,7.63,AW2026,27.17,True
176,Beanie EcoWear,"EcoWear Hats — unisex, AW2025. Sustainability score 7.59/10.",Accessories,Hats,EcoWear,unisex,7.59,AW2025,19.4,True
177,Leather Belt EcoWear,"EcoWear Belts — unisex, AW2025. Sustainability score 3.28/10.",Accessories,Belts,EcoWear,unisex,3.28,AW2025,34.47,True
178,Leather Belt ClimaTex,"ClimaTex Belts — unisex, SS2025. Sustainability score 4.38/10.",Accessories,Belts,ClimaTex,unisex,4.38,SS2025,32.6,True
179,Leather Belt Terracycle,"Terracycle Belts — unisex, SS2026. Sustainability score 4.45/10.",Accessories,Belts,Terracycle,unisex,4.45,SS2026,35.71,True
180,Leather Belt NeoFit,"NeoFit Belts — unisex, AW2025. Sustainability score 4.5/10.",Accessories,Belts,NeoFit,unisex,4.5,AW2025,33.2,True
181,Leather Belt NaturaPro,"NaturaPro Belts — unisex, AW2025. Sustainability score 4.74/10.",Accessories,Belts,NaturaPro,unisex,4.74,AW2025,47.3,True
182,Leather Belt NeoFit,"NeoFit Belts — unisex, AW2025. Sustainability score 3.74/10.",Accessories,Belts,NeoFit,unisex,3.74,AW2025,54.21,True
183,Leather Belt NeoFit,"NeoFit Belts — unisex, SS2025. Sustainability score 3.8/10.",Accessories,Belts,NeoFit,unisex,3.8,SS2025,52.73,True
184,Leather Belt NaturaPro,"NaturaPro Belts — unisex, SS2025. Sustainability score 4.01/10.",Accessories,Belts,NaturaPro,unisex,4.01,SS2025,27.37,True
185,Merino Scarf Terracycle,"Terracycle Scarves — unisex, AW2026. Sustainability score 7.2/10.",Accessories,Scarves,Terracycle,unisex,7.2,AW2026,39.64,True
186,Merino Scarf Terracycle,"Terracycle Scarves — unisex, AW2025. Sustainability score 8.79/10.",Accessories,Scarves,Terracycle,unisex,8.79,AW2025,43.38,True
187,Merino Scarf ClimaTex,"ClimaTex Scarves — unisex, AW2026. Sustainability score 7.11/10.",Accessories,Scarves,ClimaTex,unisex,7.11,AW2026,40.55,True
188,Merino Scarf NaturaPro,"NaturaPro Scarves — unisex, AW2025. Sustainability score 9.45/10.",Accessories,Scarves,NaturaPro,unisex,9.45,AW2025,38.24,True
189,Merino Scarf UrbanStep,"UrbanStep Scarves — unisex, AW2025. Sustainability score 8.02/10.",Accessories,Scarves,UrbanStep,unisex,8.02,AW2025,50.14,True
190,Merino Scarf EcoWear,"EcoWear Scarves — unisex, AW2026. Sustainability score 8.52/10.",Accessories,Scarves,EcoWear,unisex,8.52,AW2026,34.28,True
191,Merino Scarf EcoWear,"EcoWear Scarves — unisex, AW2026. Sustainability score 7.59/10.",Accessories,Scarves,EcoWear,unisex,7.59,AW2026,33.79,True
192,Merino Scarf NeoFit,"NeoFit Scarves — unisex, AW2025. Sustainability score 8.42/10.",Accessories,Scarves,NeoFit,unisex,8.42,AW2025,41.49,True
193,Classic Sunglasses ClimaTex,"ClimaTex Sunglasses — unisex, SS2025. Sustainability score 4.12/10.",Accessories,Sunglasses,ClimaTex,unisex,4.12,SS2025,62.95,True
194,Classic Sunglasses GreenLine,"GreenLine Sunglasses — unisex, SS2026. Sustainability score 4.19/10.",Accessories,Sunglasses,GreenLine,unisex,4.19,SS2026,46.18,True
195,Classic Sunglasses PureMove,"PureMove Sunglasses — unisex, SS2025. Sustainability score 3.08/10.",Accessories,Sunglasses,PureMove,unisex,3.08,SS2025,63.42,True
196,Classic Sunglasses ClimaTex,"ClimaTex Sunglasses — unisex, SS2025. Sustainability score 5.74/10.",Accessories,Sunglasses,ClimaTex,unisex,5.74,SS2025,45.71,True
197,Classic Sunglasses Terracycle,"Terracycle Sunglasses — unisex, SS2025. Sustainability score 5.11/10.",Accessories,Sunglasses,Terracycle,unisex,5.11,SS2025,56.0,True
198,Classic Sunglasses Terracycle,"Terracycle Sunglasses — unisex, SS2025. Sustainability score 6.0/10.",Accessories,Sunglasses,Terracycle,unisex,6.0,SS2025,52.76,True
199,Classic Sunglasses UrbanStep,"UrbanStep Sunglasses — unisex, SS2025. Sustainability score 3.22/10.",Accessories,Sunglasses,UrbanStep,unisex,3.22,SS2025,30.43,True
200,Classic Sunglasses ClimaTex,"ClimaTex Sunglasses — unisex, SS2026. Sustainability score 5.43/10.",Accessories,Sunglasses,ClimaTex,unisex,5.43,SS2026,64.89,True
